@relation dataset-weka.filters.unsupervised.attribute.AddValues-C9-L2-weka.filters.unsupervised.attribute.AddValues-C9-L3

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute Tilt {0,1,2,3}
@attribute Swing {0,1,2,3}

@data
1449,'2018/02/14 20:34:02:887',2,-32,-16,1024,0,1,1
1450,'2018/02/14 20:34:02:898',2,0,-32,1008,-16,1,1
1451,'2018/02/14 20:34:02:898',2,0,-32,1008,16,1,1
1452,'2018/02/14 20:34:02:906',2,0,-32,1008,0,1,1
1453,'2018/02/14 20:34:02:917',2,-32,-16,1008,0,1,1
1454,'2018/02/14 20:34:02:917',2,-32,-16,1008,0,1,1
1455,'2018/02/14 20:34:02:928',2,-32,-16,1008,0,1,1
1456,'2018/02/14 20:34:02:928',2,-48,0,1056,48,1,1
1457,'2018/02/14 20:34:02:937',2,-48,0,1056,-48,1,1
1458,'2018/02/14 20:34:02:937',2,-48,0,1056,0,1,1
1459,'2018/02/14 20:34:02:947',2,-32,-16,1024,-32,1,1
1460,'2018/02/14 20:34:02:957',2,-32,-16,1024,32,1,1
1461,'2018/02/14 20:34:02:957',2,-32,-16,1024,0,1,1
1462,'2018/02/14 20:34:02:966',2,-32,-16,1024,0,1,1
1463,'2018/02/14 20:34:02:966',2,16,-16,1056,32,1,1
1464,'2018/02/14 20:34:02:976',2,16,-16,1056,-32,1,1
1465,'2018/02/14 20:34:02:990',2,16,-16,1056,0,1,1
1466,'2018/02/14 20:34:02:990',2,32,-32,1008,-48,1,1
1467,'2018/02/14 20:34:02:998',2,32,-32,1008,48,1,1
1468,'2018/02/14 20:34:02:998',2,32,-32,1008,0,1,1
1469,'2018/02/14 20:34:03:007',2,-64,-16,992,-16,1,1
1470,'2018/02/14 20:34:03:017',2,-64,-16,992,16,1,1
1471,'2018/02/14 20:34:03:017',2,-64,-16,992,0,1,1
1472,'2018/02/14 20:34:03:030',2,-64,16,1056,64,1,1
1473,'2018/02/14 20:34:03:030',2,-64,16,1056,-64,1,1
1474,'2018/02/14 20:34:03:037',2,-64,16,1056,0,1,1
1475,'2018/02/14 20:34:03:048',2,-48,0,1040,-16,1,1
1476,'2018/02/14 20:34:03:048',2,-48,0,1040,16,1,1
1477,'2018/02/14 20:34:03:056',2,-48,0,1040,0,1,1
1478,'2018/02/14 20:34:03:056',2,-48,0,1040,0,1,1
1479,'2018/02/14 20:34:03:068',2,-48,0,1040,0,1,1
1480,'2018/02/14 20:34:03:069',2,-48,0,1040,0,1,1
1481,'2018/02/14 20:34:03:077',2,-48,0,1040,0,1,1
1482,'2018/02/14 20:34:03:088',2,-48,16,1072,32,1,1
1483,'2018/02/14 20:34:03:089',2,-48,16,1072,-32,1,1
1484,'2018/02/14 20:34:03:097',2,-48,16,1072,0,1,1
1485,'2018/02/14 20:34:03:108',2,32,-32,944,-128,1,1
1486,'2018/02/14 20:34:03:108',2,32,-32,944,128,1,1
1487,'2018/02/14 20:34:03:118',2,32,-32,944,0,1,1
1488,'2018/02/14 20:34:03:118',2,-112,0,1024,80,1,1
1489,'2018/02/14 20:34:03:126',2,-112,0,1024,-80,1,1
1490,'2018/02/14 20:34:03:137',2,-112,0,1024,0,1,1
1491,'2018/02/14 20:34:03:138',2,-112,0,1024,0,1,1
1492,'2018/02/14 20:34:03:148',2,-160,16,1072,48,1,1
1493,'2018/02/14 20:34:03:148',2,-160,16,1072,-48,1,1
1494,'2018/02/14 20:34:03:157',2,-160,16,1072,0,1,1
1495,'2018/02/14 20:34:03:167',2,-112,0,1040,-32,1,1
1496,'2018/02/14 20:34:03:167',2,-112,0,1040,32,1,1
1497,'2018/02/14 20:34:03:180',2,-112,0,1040,0,1,1
1498,'2018/02/14 20:34:03:181',2,-64,-16,1040,0,1,1
1499,'2018/02/14 20:34:03:187',2,-64,-16,1040,0,1,1
1500,'2018/02/14 20:34:03:197',2,-64,-16,1040,0,1,1
1501,'2018/02/14 20:34:03:197',2,-16,-32,992,-48,1,1
1502,'2018/02/14 20:34:03:207',2,-16,-32,992,48,1,1
1503,'2018/02/14 20:34:03:207',2,-16,-32,992,0,1,1
1504,'2018/02/14 20:34:03:216',2,-48,0,1024,32,1,1
1505,'2018/02/14 20:34:03:228',2,-48,0,1024,-32,1,1
1506,'2018/02/14 20:34:03:228',2,-48,0,1024,0,1,1
1507,'2018/02/14 20:34:03:239',2,-48,0,1024,0,1,1
1508,'2018/02/14 20:34:03:240',2,-64,0,1040,16,1,1
1509,'2018/02/14 20:34:03:247',2,-64,0,1040,-16,1,1
1510,'2018/02/14 20:34:03:248',2,-64,0,1040,0,1,1
1511,'2018/02/14 20:34:03:256',2,-48,-16,1008,-32,1,1
1512,'2018/02/14 20:34:03:267',2,-48,-16,1008,32,1,1
1513,'2018/02/14 20:34:03:267',2,-48,-16,1008,0,1,1
1514,'2018/02/14 20:34:03:278',2,-16,-16,1008,0,1,1
1515,'2018/02/14 20:34:03:287',2,-16,-16,1008,0,1,1
1516,'2018/02/14 20:34:03:287',2,-16,-16,1008,0,1,1
1517,'2018/02/14 20:34:03:298',2,-48,-16,992,-16,1,1
1518,'2018/02/14 20:34:03:298',2,-48,-16,992,16,1,1
1519,'2018/02/14 20:34:03:307',2,-48,-16,992,0,1,1
1520,'2018/02/14 20:34:03:318',2,-32,0,1056,64,1,1
1521,'2018/02/14 20:34:03:318',2,-32,0,1056,-64,1,1
1522,'2018/02/14 20:34:03:329',2,-32,0,1056,0,1,1
1523,'2018/02/14 20:34:03:329',2,-32,0,1056,0,1,1
1524,'2018/02/14 20:34:03:337',2,-64,16,1024,-32,1,1
1525,'2018/02/14 20:34:03:347',2,-64,16,1024,32,1,1
1526,'2018/02/14 20:34:03:348',2,-64,16,1024,0,1,1
1527,'2018/02/14 20:34:03:358',2,-32,0,1040,16,1,1
1528,'2018/02/14 20:34:03:359',2,-32,0,1040,-16,1,1
1529,'2018/02/14 20:34:03:368',2,-32,0,1040,0,1,1
1530,'2018/02/14 20:34:03:368',2,-32,16,1072,32,1,1
1531,'2018/02/14 20:34:03:377',2,-32,16,1072,-32,1,1
1532,'2018/02/14 20:34:03:388',2,-32,16,1072,0,1,1
1533,'2018/02/14 20:34:03:388',2,-16,0,1024,-48,1,1
1534,'2018/02/14 20:34:03:397',2,-16,0,1024,48,1,1
1535,'2018/02/14 20:34:03:407',2,-16,0,1024,0,1,1
1536,'2018/02/14 20:34:03:407',2,-16,0,1056,32,1,1
1537,'2018/02/14 20:34:03:418',2,-32,0,1056,-32,1,1
1538,'2018/02/14 20:34:03:418',2,-32,0,1056,0,1,1
1539,'2018/02/14 20:34:03:427',2,-32,0,1056,0,1,1
1540,'2018/02/14 20:34:03:437',2,-32,0,1056,0,1,1
1541,'2018/02/14 20:34:03:437',2,-32,0,1056,0,1,1
1542,'2018/02/14 20:34:03:447',2,-32,0,1056,0,1,1
1543,'2018/02/14 20:34:03:447',2,-32,-16,1008,-48,1,1
1544,'2018/02/14 20:34:03:457',2,-32,-16,1008,48,1,1
1545,'2018/02/14 20:34:03:468',2,-32,-16,1008,0,1,1
1546,'2018/02/14 20:34:03:468',2,-64,-16,1040,32,1,1
1547,'2018/02/14 20:34:03:477',2,-64,-16,1040,-32,1,1
1548,'2018/02/14 20:34:03:478',2,-64,-16,1040,0,1,1
1549,'2018/02/14 20:34:03:487',2,-16,-16,1040,0,1,1
1550,'2018/02/14 20:34:03:498',2,-16,-16,1040,0,1,1
1551,'2018/02/14 20:34:03:498',2,-16,-16,1040,0,1,1
1552,'2018/02/14 20:34:03:507',2,-16,-16,1040,0,1,1
1553,'2018/02/14 20:34:03:507',2,-32,-32,1008,-32,1,1
1554,'2018/02/14 20:34:03:517',2,-32,-32,1008,32,1,1
1555,'2018/02/14 20:34:03:527',2,-32,-32,1008,0,1,1
1556,'2018/02/14 20:34:03:527',2,-32,-16,1024,16,1,1
1557,'2018/02/14 20:34:03:537',2,-32,-16,1024,-16,1,1
1558,'2018/02/14 20:34:03:538',2,-32,-16,1024,0,1,1
1559,'2018/02/14 20:34:03:548',2,32,-16,1008,-16,1,1
1560,'2018/02/14 20:34:03:557',2,32,-16,1008,16,1,1
1561,'2018/02/14 20:34:03:557',2,32,-16,1008,0,1,1
1562,'2018/02/14 20:34:03:567',2,0,-16,1024,16,1,1
1563,'2018/02/14 20:34:03:567',2,0,-16,1024,-16,1,1
1564,'2018/02/14 20:34:03:577',2,0,-16,1024,0,1,1
1565,'2018/02/14 20:34:03:587',2,-48,16,1056,32,1,1
1566,'2018/02/14 20:34:03:587',2,-48,16,1056,-32,1,1
1567,'2018/02/14 20:34:03:598',2,-48,16,1056,0,1,1
1568,'2018/02/14 20:34:03:598',2,-48,16,1056,0,1,1
1569,'2018/02/14 20:34:03:607',2,-16,0,1056,0,1,1
1570,'2018/02/14 20:34:03:618',2,-16,0,1056,0,1,1
1571,'2018/02/14 20:34:03:618',2,-16,0,1056,0,1,1
1572,'2018/02/14 20:34:03:628',2,0,0,1040,-16,1,1
1573,'2018/02/14 20:34:03:628',2,0,0,1040,16,1,1
1574,'2018/02/14 20:34:03:638',2,0,0,1040,0,1,1
1575,'2018/02/14 20:34:03:648',2,-32,0,1040,0,1,1
1576,'2018/02/14 20:34:03:649',2,-32,0,1040,0,1,1
1577,'2018/02/14 20:34:03:657',2,-32,0,1040,0,1,1
1578,'2018/02/14 20:34:03:657',2,0,-16,1024,-16,1,1
1579,'2018/02/14 20:34:03:667',2,0,-16,1024,16,1,1
1580,'2018/02/14 20:34:03:678',2,0,-16,1024,0,1,1
1581,'2018/02/14 20:34:03:678',2,0,-16,1024,0,1,1
1582,'2018/02/14 20:34:03:687',2,-16,-16,1024,0,1,1
1583,'2018/02/14 20:34:03:688',2,-16,-16,1024,0,1,1
1584,'2018/02/14 20:34:03:697',2,-16,-16,1024,0,1,1
1585,'2018/02/14 20:34:03:708',2,-32,0,1056,32,1,1
1586,'2018/02/14 20:34:03:708',2,-32,0,1056,-32,1,1
1587,'2018/02/14 20:34:03:717',2,-32,0,1056,0,1,1
1588,'2018/02/14 20:34:03:717',2,-64,0,1040,-16,1,1
1589,'2018/02/14 20:34:03:728',2,-64,0,1040,16,1,1
1590,'2018/02/14 20:34:03:728',2,-64,0,1040,0,1,1
1591,'2018/02/14 20:34:03:738',2,0,-16,1056,16,1,1
1592,'2018/02/14 20:34:03:748',2,0,-16,1056,-16,1,1
1593,'2018/02/14 20:34:03:748',2,0,-16,1056,0,1,1
1594,'2018/02/14 20:34:03:758',2,0,0,1040,-16,1,1
1595,'2018/02/14 20:34:03:758',2,0,0,1040,16,1,1
1596,'2018/02/14 20:34:03:769',2,0,0,1040,0,1,1
1597,'2018/02/14 20:34:03:777',2,0,0,1040,0,1,1
1598,'2018/02/14 20:34:03:777',2,0,-16,1008,-32,1,1
1599,'2018/02/14 20:34:03:787',2,0,-16,1008,32,1,1
1600,'2018/02/14 20:34:03:797',2,0,-16,1008,0,1,1
1601,'2018/02/14 20:34:03:798',2,16,-16,1040,32,1,1
1602,'2018/02/14 20:34:03:809',2,16,-16,1040,-32,1,1
1603,'2018/02/14 20:34:03:809',2,16,-16,1040,0,1,1
1604,'2018/02/14 20:34:03:817',2,16,-32,976,-64,1,1
1605,'2018/02/14 20:34:03:828',2,16,-32,976,64,1,1
1606,'2018/02/14 20:34:03:828',2,16,-32,976,0,1,1
1607,'2018/02/14 20:34:03:840',2,-16,-32,1040,64,1,1
1608,'2018/02/14 20:34:03:840',2,-16,-32,1040,-64,1,1
1609,'2018/02/14 20:34:03:848',2,-16,-32,1040,0,1,1
1610,'2018/02/14 20:34:03:858',2,-16,-32,1040,0,1,1
1611,'2018/02/14 20:34:03:858',2,-16,-32,1040,0,1,1
1612,'2018/02/14 20:34:03:867',2,-16,-32,1040,0,1,1
1613,'2018/02/14 20:34:03:867',2,-16,-32,1040,0,1,1
1614,'2018/02/14 20:34:03:877',2,0,-32,1024,-16,1,1
1615,'2018/02/14 20:34:03:889',2,0,-32,1024,16,1,1
1616,'2018/02/14 20:34:03:890',2,0,-32,1024,0,1,1
1617,'2018/02/14 20:34:03:898',2,16,-32,1024,0,1,1
1618,'2018/02/14 20:34:03:898',2,16,-32,1024,0,1,1
1619,'2018/02/14 20:34:03:907',2,16,-32,1024,0,1,1
1620,'2018/02/14 20:34:03:917',2,16,-32,1008,-16,1,1
1621,'2018/02/14 20:34:03:917',2,16,-32,1008,16,1,1
1622,'2018/02/14 20:34:03:929',2,16,-32,1008,0,1,1
1623,'2018/02/14 20:34:03:929',2,-48,-32,992,-16,1,1
1624,'2018/02/14 20:34:03:937',2,-48,-32,992,16,1,1
1625,'2018/02/14 20:34:03:949',2,-48,-32,992,0,1,1
1626,'2018/02/14 20:34:03:949',2,-48,-32,1072,80,1,1
1627,'2018/02/14 20:34:03:957',2,-48,0,1072,-80,1,1
1628,'2018/02/14 20:34:03:957',2,-48,0,1072,0,1,1
1629,'2018/02/14 20:34:03:967',2,-48,0,1072,0,1,1
1630,'2018/02/14 20:34:03:978',2,-48,-16,1056,-16,1,1
1631,'2018/02/14 20:34:03:978',2,-48,-16,1056,16,1,1
1632,'2018/02/14 20:34:03:987',2,-48,-16,1056,0,1,1
1633,'2018/02/14 20:34:03:987',2,-48,-32,1040,-16,1,1
1634,'2018/02/14 20:34:03:998',2,-48,-32,1040,16,1,1
1635,'2018/02/14 20:34:03:999',2,-48,-32,1040,0,1,1
1636,'2018/02/14 20:34:04:008',2,-16,-16,1040,0,1,1
1637,'2018/02/14 20:34:04:018',2,-16,-16,1040,0,1,1
1638,'2018/02/14 20:34:04:018',2,-16,-16,1040,0,1,1
1639,'2018/02/14 20:34:04:027',2,-32,-16,1024,-16,1,1
1640,'2018/02/14 20:34:04:037',2,-32,-16,1024,16,1,1
1641,'2018/02/14 20:34:04:038',2,-32,-16,1024,0,1,1
1642,'2018/02/14 20:34:04:048',2,-32,-16,1024,0,1,1
1643,'2018/02/14 20:34:04:048',2,-16,-32,1040,16,1,1
1644,'2018/02/14 20:34:04:057',2,-16,-32,1040,-16,1,1
1645,'2018/02/14 20:34:04:068',2,-16,-32,1040,0,1,1
1646,'2018/02/14 20:34:04:068',2,16,-32,1008,-32,1,1
1647,'2018/02/14 20:34:04:079',2,16,-32,1008,32,1,1
1648,'2018/02/14 20:34:04:079',2,16,-32,1008,0,1,1
1649,'2018/02/14 20:34:04:088',2,0,-48,1008,0,1,1
1650,'2018/02/14 20:34:04:088',2,0,-48,1008,0,1,1
1651,'2018/02/14 20:34:04:098',2,0,-48,1008,0,1,1
1652,'2018/02/14 20:34:04:109',2,-16,-32,1040,32,1,1
1653,'2018/02/14 20:34:04:109',2,-16,-32,1040,-32,1,1
1654,'2018/02/14 20:34:04:117',2,-16,-32,1040,0,1,1
1655,'2018/02/14 20:34:04:127',2,-16,-32,1008,-32,1,1
1656,'2018/02/14 20:34:04:127',2,-16,-32,1008,32,1,1
1657,'2018/02/14 20:34:04:138',2,-16,-32,1008,0,1,1
1658,'2018/02/14 20:34:04:138',2,-16,-32,1008,0,1,1
1659,'2018/02/14 20:34:04:147',2,16,-32,992,-16,1,1
1660,'2018/02/14 20:34:04:158',2,16,-32,992,16,1,1
1661,'2018/02/14 20:34:04:158',2,16,-32,992,0,1,1
1662,'2018/02/14 20:34:04:169',2,16,-32,1024,32,1,1
1663,'2018/02/14 20:34:04:169',2,16,-32,1024,-32,1,1
1664,'2018/02/14 20:34:04:178',2,16,-32,1024,0,1,1
1665,'2018/02/14 20:34:04:178',2,16,-16,1056,32,1,1
1666,'2018/02/14 20:34:04:186',2,16,-16,1056,-32,1,1
1667,'2018/02/14 20:34:04:198',2,16,-16,1056,0,1,1
1668,'2018/02/14 20:34:04:198',2,-16,0,1040,-16,1,1
1669,'2018/02/14 20:34:04:207',2,-16,0,1040,16,1,1
1670,'2018/02/14 20:34:04:218',2,-16,0,1040,0,1,1
1671,'2018/02/14 20:34:04:218',2,-16,0,1024,-16,1,1
1672,'2018/02/14 20:34:04:229',2,-16,-16,1024,16,1,1
1673,'2018/02/14 20:34:04:229',2,-16,-16,1024,0,1,1
1674,'2018/02/14 20:34:04:237',2,-16,-16,1024,0,1,1
1675,'2018/02/14 20:34:04:248',2,0,-32,976,-48,1,1
1676,'2018/02/14 20:34:04:248',2,0,-32,976,48,1,1
1677,'2018/02/14 20:34:04:257',2,0,-32,976,0,1,1
1678,'2018/02/14 20:34:04:257',2,-16,0,1040,64,1,1
1679,'2018/02/14 20:34:04:266',2,-16,0,1040,-64,1,1
1680,'2018/02/14 20:34:04:277',2,-16,0,1040,0,1,1
1681,'2018/02/14 20:34:04:277',2,0,-16,1056,16,1,1
1682,'2018/02/14 20:34:04:288',2,0,-16,1056,-16,1,1
1683,'2018/02/14 20:34:04:288',2,0,-16,1056,0,1,1
1684,'2018/02/14 20:34:04:298',2,0,-16,1024,-32,1,1
1685,'2018/02/14 20:34:04:308',2,0,-16,1024,32,1,1
1686,'2018/02/14 20:34:04:308',2,0,-16,1024,0,1,1
1687,'2018/02/14 20:34:04:317',2,0,-16,1024,0,1,1
1688,'2018/02/14 20:34:04:317',2,-48,0,1056,32,1,1
1689,'2018/02/14 20:34:04:327',2,-48,0,1056,-32,1,1
1690,'2018/02/14 20:34:04:339',2,-48,0,1056,0,1,1
1691,'2018/02/14 20:34:04:339',2,0,-16,1040,-16,1,1
1692,'2018/02/14 20:34:04:348',2,0,-16,1040,16,1,1
1693,'2018/02/14 20:34:04:348',2,0,-16,1040,0,1,1
1694,'2018/02/14 20:34:04:357',2,0,-16,1040,0,1,1
1695,'2018/02/14 20:34:04:367',2,0,-16,1040,0,1,1
1696,'2018/02/14 20:34:04:368',2,0,-16,1040,0,1,1
1697,'2018/02/14 20:34:04:379',2,0,-16,1040,0,1,1
1698,'2018/02/14 20:34:04:379',2,0,-16,1040,0,1,1
1699,'2018/02/14 20:34:04:387',2,0,-16,1040,0,1,1
1700,'2018/02/14 20:34:04:398',2,0,-16,1040,0,1,1
1701,'2018/02/14 20:34:04:398',2,0,-16,1040,0,1,1
1702,'2018/02/14 20:34:04:406',2,0,-16,1040,0,1,1
1703,'2018/02/14 20:34:04:416',2,0,-16,1040,0,1,1
1704,'2018/02/14 20:34:04:417',2,-16,-16,1024,-16,1,1
1705,'2018/02/14 20:34:04:428',2,-16,-16,1024,16,1,1
1706,'2018/02/14 20:34:04:428',2,-16,-16,1024,0,1,1
1707,'2018/02/14 20:34:04:437',2,-32,-16,1024,0,1,1
1708,'2018/02/14 20:34:04:438',2,-32,-16,1024,0,1,1
1709,'2018/02/14 20:34:04:448',2,-32,-16,1024,0,1,1
1710,'2018/02/14 20:34:04:449',2,-32,-16,1040,16,1,1
1711,'2018/02/14 20:34:04:457',2,-32,-16,1040,-16,1,1
1712,'2018/02/14 20:34:04:466',2,-32,-16,1040,0,1,1
1713,'2018/02/14 20:34:04:467',2,16,-32,1040,0,1,1
1714,'2018/02/14 20:34:04:478',2,16,-32,1040,0,1,1
1715,'2018/02/14 20:34:04:478',2,16,-32,1040,0,1,1
1716,'2018/02/14 20:34:04:488',2,16,-16,1024,-16,1,1
1717,'2018/02/14 20:34:04:499',2,16,-16,1024,16,1,1
1718,'2018/02/14 20:34:04:499',2,16,-16,1024,0,1,1
1719,'2018/02/14 20:34:04:507',2,16,-16,1024,0,1,1
1720,'2018/02/14 20:34:04:508',2,0,0,1024,0,1,1
1721,'2018/02/14 20:34:04:517',2,0,0,1024,0,1,1
1722,'2018/02/14 20:34:04:528',2,0,0,1024,0,1,1
1723,'2018/02/14 20:34:04:528',2,-32,-16,1024,0,1,1
1724,'2018/02/14 20:34:04:537',2,-32,-16,1024,0,1,1
1725,'2018/02/14 20:34:04:547',2,-32,-16,1024,0,1,1
1726,'2018/02/14 20:34:04:548',2,-64,0,1056,32,1,1
1727,'2018/02/14 20:34:04:559',2,-64,0,1056,-32,1,1
1728,'2018/02/14 20:34:04:560',2,-64,0,1056,0,1,1
1729,'2018/02/14 20:34:04:567',2,0,-16,1024,-32,1,1
1730,'2018/02/14 20:34:04:578',2,0,-16,1024,32,1,1
1731,'2018/02/14 20:34:04:578',2,0,-16,1024,0,1,1
1732,'2018/02/14 20:34:04:587',2,0,-16,1024,0,1,1
1733,'2018/02/14 20:34:04:588',2,-64,0,1040,16,1,1
1734,'2018/02/14 20:34:04:598',2,-64,0,1040,-16,1,1
1735,'2018/02/14 20:34:04:598',2,-64,0,1040,0,1,1
1736,'2018/02/14 20:34:04:608',2,-96,0,1056,16,1,1
1737,'2018/02/14 20:34:04:617',2,-96,0,1056,-16,1,1
1738,'2018/02/14 20:34:04:617',2,-96,0,1056,0,1,1
1739,'2018/02/14 20:34:04:627',2,-48,0,1040,-16,1,1
1740,'2018/02/14 20:34:04:639',2,-48,0,1040,16,1,1
1741,'2018/02/14 20:34:04:640',2,-48,0,1040,0,1,1
1742,'2018/02/14 20:34:04:649',2,-32,-16,1040,0,1,1
1743,'2018/02/14 20:34:04:649',2,-32,-16,1040,0,1,1
1744,'2018/02/14 20:34:04:657',2,-32,-16,1040,0,1,1
1745,'2018/02/14 20:34:04:668',2,-16,-16,1008,-32,1,1
1746,'2018/02/14 20:34:04:668',2,-16,-16,1008,32,1,1
1747,'2018/02/14 20:34:04:677',2,-16,-16,1008,0,1,1
1748,'2018/02/14 20:34:04:677',2,-16,-16,1008,0,1,1
1749,'2018/02/14 20:34:04:689',2,-16,0,1024,16,1,1
1750,'2018/02/14 20:34:04:690',2,-16,0,1024,-16,1,1
1751,'2018/02/14 20:34:04:699',2,-16,0,1024,0,1,1
1752,'2018/02/14 20:34:04:708',2,-16,-16,1024,0,1,1
1753,'2018/02/14 20:34:04:708',2,-16,-16,1024,0,1,1
1754,'2018/02/14 20:34:04:716',2,-16,-16,1024,0,1,1
1755,'2018/02/14 20:34:04:727',2,-48,0,1024,0,1,1
1756,'2018/02/14 20:34:04:727',2,-48,0,1024,0,1,1
1757,'2018/02/14 20:34:04:737',2,-48,0,1024,0,1,1
1758,'2018/02/14 20:34:04:737',2,-32,0,1008,-16,1,1
1759,'2018/02/14 20:34:04:748',2,-32,0,1008,16,1,1
1760,'2018/02/14 20:34:04:748',2,-32,0,1008,0,1,1
1761,'2018/02/14 20:34:04:756',2,-32,-32,1008,0,1,1
1762,'2018/02/14 20:34:04:768',2,16,-32,1008,0,1,1
1763,'2018/02/14 20:34:04:768',2,16,-32,1008,0,1,1
1764,'2018/02/14 20:34:04:777',2,16,-32,1008,0,1,1
1765,'2018/02/14 20:34:04:788',2,-32,-16,1024,16,1,1
1766,'2018/02/14 20:34:04:789',2,-32,-16,1024,-16,1,1
1767,'2018/02/14 20:34:04:798',2,-32,-16,1024,0,1,1
1768,'2018/02/14 20:34:04:798',2,-16,0,1024,0,1,1
1769,'2018/02/14 20:34:04:807',2,-16,0,1024,0,1,1
1770,'2018/02/14 20:34:04:817',2,-16,0,1024,0,1,1
1771,'2018/02/14 20:34:04:817',2,-48,-16,1040,16,1,1
1772,'2018/02/14 20:34:04:827',2,-48,-16,1040,-16,1,1
1773,'2018/02/14 20:34:04:827',2,-48,-16,1040,0,1,1
1774,'2018/02/14 20:34:04:838',2,-48,-16,1024,-16,1,1
1775,'2018/02/14 20:34:04:848',2,-48,-16,1024,16,1,1
1776,'2018/02/14 20:34:04:849',2,-48,-16,1024,0,1,1
1777,'2018/02/14 20:34:04:858',2,-48,-16,1024,0,1,1
1778,'2018/02/14 20:34:04:858',2,-48,0,1072,48,1,1
1779,'2018/02/14 20:34:04:867',2,-48,0,1072,-48,1,1
1780,'2018/02/14 20:34:04:879',2,-48,0,1072,0,1,1
1781,'2018/02/14 20:34:04:879',2,-112,0,1040,-32,1,1
1782,'2018/02/14 20:34:04:888',2,-112,0,1040,32,1,1
1783,'2018/02/14 20:34:04:889',2,-112,0,1040,0,1,1
1784,'2018/02/14 20:34:04:897',2,-128,0,1024,-16,1,1
1785,'2018/02/14 20:34:04:907',2,-128,0,1024,16,1,1
1786,'2018/02/14 20:34:04:908',2,-128,0,1024,0,1,1
1787,'2018/02/14 20:34:04:917',2,-64,0,1040,16,1,1
1788,'2018/02/14 20:34:04:918',2,-64,0,1040,-16,1,1
1789,'2018/02/14 20:34:04:928',2,-64,0,1040,0,1,1
1790,'2018/02/14 20:34:04:928',2,-16,-32,1008,-32,1,1
1791,'2018/02/14 20:34:04:938',2,-16,-32,1008,32,1,1
1792,'2018/02/14 20:34:04:949',2,-16,-32,1008,0,1,1
1793,'2018/02/14 20:34:04:949',2,-16,-32,1008,0,1,1
1794,'2018/02/14 20:34:04:958',2,-48,-32,976,-32,1,1
1795,'2018/02/14 20:34:04:967',2,-48,-32,976,32,1,1
1796,'2018/02/14 20:34:04:967',2,-48,-32,976,0,1,1
1797,'2018/02/14 20:34:04:979',2,-144,-32,992,16,1,1
1798,'2018/02/14 20:34:04:979',2,-144,-32,992,-16,1,1
1799,'2018/02/14 20:34:04:987',2,-144,-32,992,0,1,1
1800,'2018/02/14 20:34:04:998',2,-80,-32,1040,48,1,1
1801,'2018/02/14 20:34:04:998',2,-80,-32,1040,-48,1,1
1802,'2018/02/14 20:34:05:008',2,-80,-32,1040,0,1,1
1803,'2018/02/14 20:34:05:008',2,-48,-32,1008,-32,1,1
1804,'2018/02/14 20:34:05:017',2,-48,-32,1008,32,1,1
1805,'2018/02/14 20:34:05:027',2,-48,-32,1008,0,1,1
1806,'2018/02/14 20:34:05:027',2,-48,-16,1008,0,1,1
1807,'2018/02/14 20:34:05:037',2,-64,-16,1008,0,1,1
1808,'2018/02/14 20:34:05:038',2,-64,-16,1008,0,1,1
1809,'2018/02/14 20:34:05:047',2,-64,-16,1008,0,1,1
1810,'2018/02/14 20:34:05:057',2,-80,-32,1024,16,1,1
1811,'2018/02/14 20:34:05:057',2,-80,-32,1024,-16,1,1
1812,'2018/02/14 20:34:05:067',2,-80,-32,1024,0,1,1
1813,'2018/02/14 20:34:05:067',2,-96,-16,1024,0,1,1
1814,'2018/02/14 20:34:05:077',2,-96,-16,1024,0,1,1
1815,'2018/02/14 20:34:05:089',2,-96,-16,1024,0,1,1
1816,'2018/02/14 20:34:05:089',2,-80,-16,1056,32,1,1
1817,'2018/02/14 20:34:05:098',2,-80,-16,1056,-32,1,1
1818,'2018/02/14 20:34:05:098',2,-80,-16,1056,0,1,1
1819,'2018/02/14 20:34:05:108',2,-80,-16,1024,-32,1,1
1820,'2018/02/14 20:34:05:108',2,-80,-16,1024,32,1,1
1821,'2018/02/14 20:34:05:118',2,-80,-16,1024,0,1,1
1822,'2018/02/14 20:34:05:127',2,-80,-16,1024,0,1,1
1823,'2018/02/14 20:34:05:127',2,-80,-16,1024,0,1,1
1824,'2018/02/14 20:34:05:139',2,-80,-16,1024,0,1,1
1825,'2018/02/14 20:34:05:140',2,-80,-16,1024,0,1,1
1826,'2018/02/14 20:34:05:148',2,-80,0,1056,32,1,1
1827,'2018/02/14 20:34:05:158',2,-80,0,1056,-32,1,1
1828,'2018/02/14 20:34:05:158',2,-80,0,1056,0,1,1
1829,'2018/02/14 20:34:05:168',2,-32,0,1040,-16,1,1
1830,'2018/02/14 20:34:05:178',2,-32,0,1040,16,1,1
1831,'2018/02/14 20:34:05:178',2,-32,0,1040,0,1,1
1832,'2018/02/14 20:34:05:189',2,-64,0,1056,16,1,1
1833,'2018/02/14 20:34:05:189',2,-64,0,1056,-16,1,1
1834,'2018/02/14 20:34:05:199',2,-64,0,1056,0,1,1
1835,'2018/02/14 20:34:05:199',2,-48,0,1024,-32,1,1
1836,'2018/02/14 20:34:05:208',2,-48,0,1024,32,1,1
